 0.1738000000000000E+04, 0.4902799967088640E+04, 1.4178101463045039E-05,  900,  900,    1, 0.0000000000000000E+00, 0.0000000000000000E+00
    1,    0, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00
    1,    1, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00
    2,    0,-9.0886616361343905e-05, 0.0000000000000000e+00, 2.6968830316230259e-10, 0.0000000000000000e+00
    2,    1,-1.9495932361259600e-10, 1.0733325387331199e-09, 1.2635365661845827e-11, 1.0460593339221404e-11
    2,    2, 3.4673334085426700e-05, 1.0908462869835500e-10, 6.0788142267342969e-11, 6.6436159158311349e-11
    3,    0,-3.1973529610071702e-06, 0.0000000000000000e+00, 3.6294206759977827e-12, 0.0000000000000000e+00
    3,    1, 2.6368016319046001e-05, 5.4545512661968897e-06, 4.2509687609770794e-12, 4.3257133491057782e-12
    3,    2, 1.4171552433678901e-05, 4.8780038179173099e-06, 6.4535173882415071e-12, 6.4750067045146658e-12
    3,    3, 1.2275384816292799e-05,-1.7741560963106001e-06, 1.2268728502389878e-11, 1.2238796064399372e-11
    4,    0, 3.2347895606661501e-06, 0.0000000000000000e+00, 1.0846515206937267e-12, 0.0000000000000000e+00
    4,    1,-6.0134653270642400e-06, 1.6643329301217600e-06, 1.1770189756259057e-12, 1.1531475530101991e-12
    4,    2,-7.1161801004935898e-06,-6.7770192381990902e-06, 1.7111199001362142e-12, 1.6898463456135978e-12
    4,    3,-1.3499352685757700e-06,-1.3444990500099299e-05, 3.2683289619082761e-12, 3.1529910935315923e-12
    4,    4,-6.0069863117290297e-06, 3.9265541252566401e-06, 5.7454048949741982e-12, 5.8009554687078465e-12
    5,    0,-2.2377875305589299e-07, 0.0000000000000000e+00, 4.2015788765002427e-13, 0.0000000000000000e+00
    5,    1,-1.0116092340501300e-06,-4.1189107520555396e-06, 4.5846218101471315e-13, 4.4990685413506447e-13
    5,    2, 4.3995277545202701e-06, 1.0571129058851900e-06, 5.9122679901632621e-13, 5.8838775669972856e-13
    5,    3, 4.6618255686504602e-07, 8.6988884519578896e-06, 1.3119256382993967e-12, 1.2827481737723979e-12
    5,    4, 2.7542669759555499e-06, 6.7702201143341805e-08, 5.4115113766750204e-12, 5.4588271812420645e-12
    5,    5, 3.1105053983013201e-06,-2.7543847261197901e-06, 8.1616835466360665e-12, 8.1918439505838468e-12
    6,    0, 3.8184243532883396e-06, 0.0000000000000000e+00, 2.1754965413484871e-13, 0.0000000000000000e+00
    6,    1, 1.5282752846466899e-06,-2.5995942647864100e-06, 2.4876057583551398e-13, 2.2563807952249621e-13
    6,    2,-4.3972966886307101e-06,-2.1676866566411700e-06, 2.8644522456467094e-13, 2.7231903639431720e-13
    6,    3,-3.3175298694206902e-06,-3.4274131163629601e-06, 6.6984504918828479e-13, 6.4020417773949095e-13
    6,    4, 3.4121450365100602e-07,-4.0580226905049899e-06, 1.9603772363722376e-12, 1.9623501312428578e-12
    6,    5, 1.4543911420017600e-06,-1.0341797971524200e-05, 2.8588952979207119e-12, 2.8879309412310748e-12
    6,    6,-4.6841811863593903e-06, 7.2298730427922903e-06, 4.3255275199496070e-12, 4.3235001096436823e-12
    7,    0, 5.5933939655279096e-06, 0.0000000000000000e+00, 1.7762525505986530e-13, 0.0000000000000000e+00
    7,    1, 7.4716849117364299e-06,-1.1974008673063400e-07, 1.9697998201019236e-13, 2.1518194077838428e-13
    7,    2,-6.5013170380360805e-07, 2.4111115163277199e-06, 2.1738942616235624e-13, 2.4917630287798808e-13
    7,    3, 5.9942694184037096e-07, 2.3573286031869499e-06, 5.0676539357686968e-13, 5.1652357511047309e-13
    7,    4,-8.4366863642712305e-07, 7.5653879851084303e-07, 1.7333423768591009e-12, 1.7469437563244840e-12
    7,    5,-2.0686733490915200e-07, 1.0693217791761000e-06, 1.5937582018284622e-12, 1.6049993035623372e-12
    7,    6,-1.0652046415394901e-06, 1.1004956222931601e-06, 3.5641956053173209e-12, 3.5129318506486650e-12
    7,    7,-1.8204710940863300e-06,-1.6002661472225099e-06, 5.8602983696278180e-12, 5.8679841839928324e-12
    8,    0, 2.3468270003090199e-06, 0.0000000000000000e+00, 1.4939548126996915e-13, 0.0000000000000000e+00
    8,    1, 4.1707960905875798e-09, 1.0980383286784300e-06, 1.5042506825496855e-13, 1.9979650352600402e-13
    8,    2, 3.0093179595172298e-06, 1.9305631824528601e-06, 1.8924810392376414e-13, 1.7696479911606480e-13
    8,    3,-1.8890440726564700e-06, 9.5448948658294809e-07, 3.7531024485087681e-13, 3.9113450661499425e-13
    8,    4, 3.4086875133788799e-06,-5.2825535837585101e-07, 7.7983898543845938e-13, 7.9783167339275980e-13
    8,    5,-1.2480329117519899e-06, 2.9185721692157499e-06, 8.2833105121722814e-13, 8.2777963376162490e-13
    8,    6,-1.6604326709225399e-06,-2.1146747752410498e-06, 1.7316937483549617e-12, 1.7100933391592863e-12
    8,    7,-1.5096752552663100e-06, 3.2688650050684099e-06, 2.7175094500906937e-12, 2.7183239257638160e-12
    8,    8,-2.4856688810624499e-06, 2.1164015610543001e-06, 3.9573792157025766e-12, 3.8055548486862979e-12
    9,    0,-3.5309157270955601e-06, 0.0000000000000000e+00, 1.3872576957727698e-13, 0.0000000000000000e+00
    9,    1, 1.8669613653858900e-06, 8.1040027263908502e-08, 1.5325269569852187e-13, 1.3695031908288362e-13
    9,    2, 1.9278156261491601e-06,-1.3875702882605900e-06, 1.8905807423434936e-13, 1.5034320011056053e-13
    9,    3,-1.9924046580871901e-06, 2.2017584718367602e-06, 3.5923097433122461e-13, 3.5398112191330983e-13
    9,    4,-1.8844310508293500e-06,-1.4257743516202001e-06, 8.0402867471051173e-13, 8.1353706469959543e-13
    9,    5,-1.5625402804914399e-06,-3.5246678876292599e-06, 6.4723210533758622e-13, 6.3229492605593992e-13
    9,    6,-2.1271957269403299e-06,-3.0026175860563098e-06, 1.7020650271048830e-12, 1.6982900989755226e-12
    9,    7,-3.9148316538507901e-06,-1.0686554619596500e-07, 1.7140033330151136e-12, 1.7030898212030674e-12
    9,    8,-1.3120133398542900e-06,-2.2034560637886700e-06, 2.5908065813264251e-12, 2.5909440458772048e-12
    9,    9,-9.3814532258702405e-07, 2.4881476120873002e-06, 4.5851806013029884e-12, 4.6123552024912959e-12
   10,    0,-1.0692992813471100e-06, 0.0000000000000000e+00, 1.1768708875763781e-13, 0.0000000000000000e+00
   10,    1, 8.4159438940502097e-07,-9.5407157423103598e-07, 1.2442456303295079e-13, 1.1050961624877315e-13
   10,    2, 3.5724700414598500e-07,-2.6511745724590300e-07, 1.3407526244137952e-13, 1.2607043758890734e-13
   10,    3, 4.8420495763541504e-07, 6.6882404480653200e-07, 2.6163421815682116e-13, 2.5764849553623121e-13
   10,    4,-3.5729677845522400e-06, 1.5789360349407200e-06, 4.1770545761025045e-13, 4.2550775512096171e-13
   10,    5, 6.9969317295735005e-07,-3.1457641255922302e-07, 4.0967383017382106e-13, 4.1670807093819503e-13
   10,    6,-1.2728563411140999e-07,-2.0952967204623000e-06, 1.0589711742932496e-12, 1.0739227905000806e-12
   10,    7,-3.9986474811247704e-06,-9.1073359481717495e-07, 1.1533827291057906e-12, 1.1473946321577662e-12
   10,    8,-3.5594171894747600e-06, 2.8488752099194201e-06, 1.3881072027638900e-12, 1.3495028275099106e-12
   10,    9,-4.7531464826185900e-06,-5.1541172590030598e-08, 2.5107384706054554e-12, 2.5012740342585750e-12
   10,   10, 9.4792391587664003e-07,-1.7193982646144901e-06, 3.5380272950642643e-12, 3.6522999797141723e-12
   11,    0,-8.8520923831781096e-07, 0.0000000000000000e+00, 1.0245518105567331e-13, 0.0000000000000000e+00
   11,    1,-1.9466485207382500e-08, 6.1425133460483304e-07, 1.3643290248804886e-13, 9.8323139929025497e-14
   11,    2, 6.9951590792831299e-07,-1.9680446215746899e-06, 1.2746093826392483e-13, 1.1721204561289092e-13
   11,    3, 4.0842595945294797e-07, 7.3625035634508997e-07, 2.2722931297946394e-13, 2.5126615852680520e-13
   11,    4,-1.0867630468649400e-06, 2.1908700356837401e-06, 4.4550154301802306e-13, 4.4130730464654630e-13
   11,    5, 5.0326213297133998e-08, 2.5880366158584899e-06, 3.8881430593591805e-13, 3.7338878717717686e-13
   11,    6, 5.2433774122889097e-07,-1.3669920822533301e-06, 9.9785089509088476e-13, 9.9387640364894828e-13
   11,    7,-8.4541815088696705e-08,-2.8411045779523100e-06, 8.1351410465103784e-13, 8.1652160120919048e-13
   11,    8,-2.0952794819282300e-06,-3.8294594911644098e-07, 1.4045580057761730e-12, 1.4031318948393219e-12
   11,    9,-2.3348598240898200e-06, 2.5264921333098800e-07, 1.6348973919525209e-12, 1.6400575022215583e-12
   11,   10,-4.6805888323041897e-06,-1.7361526765514999e-07, 2.2385784577678866e-12, 2.2705015998836702e-12
   11,   11,-2.8888087303261999e-06,-1.7463975907065600e-06, 3.9194620427452996e-12, 3.8307907630966308e-12
   12,    0,-2.0122599516207098e-06, 0.0000000000000000e+00, 1.2793985575078996e-13, 0.0000000000000000e+00
   12,    1,-7.0688664067801005e-07, 1.6477812781310300e-06, 1.1917573527934261e-13, 1.4108863035046178e-13
   12,    2,-1.0520911894913800e-07, 1.5078357606297600e-06, 1.3601521346323506e-13, 1.2871345245566580e-13
   12,    3, 8.5569060225007898e-07,-4.0589513679447398e-06, 1.8318948022563534e-13, 1.9014168330550343e-13
   12,    4, 8.1302042069632805e-07,-3.4462352321908099e-07, 2.7443384706718497e-13, 2.7003053189628248e-13
   12,    5, 2.1481340829091801e-10, 8.9362491105545700e-07, 2.7236305318296798e-13, 2.6999293875390955e-13
   12,    6, 1.0890697943207199e-06, 5.4524909062829195e-07, 6.9337227183664909e-13, 6.9833937016510748e-13
   12,    7, 2.1399957046376400e-06,-9.6755369139453090e-07, 5.9982143463851668e-13, 5.9855184216333255e-13
   12,    8, 3.9856181167335598e-07,-2.2065403707952302e-06, 1.0450371199658252e-12, 1.0401798523704757e-12
   12,    9,-1.3451597883806601e-06, 1.0950075873121001e-06, 1.3327818939591816e-12, 1.3256179008803110e-12
   12,   10,-3.0754862841913501e-06,-1.2739103607619600e-06, 1.1533982727414416e-12, 1.1895452596936559e-12
   12,   11,-9.8183613849485409e-07,-3.2844282825135802e-07, 2.2344012381661613e-12, 2.3157371099363568e-12
   12,   12, 3.0276598904424398e-07, 1.2469221486692100e-06, 3.3299533772088888e-12, 3.3149164290155024e-12
   13,    0, 2.5648004946640699e-07, 0.0000000000000000e+00, 1.0161230870195052e-13, 0.0000000000000000e+00
   13,    1, 1.3544740019325599e-06,-7.6670640509333898e-08, 1.2020560488157391e-13, 1.4405151101596184e-13
   13,    2,-3.4252304475550800e-06, 3.8397432412839302e-07, 1.2565465300261254e-13, 1.1707389684091672e-13
   13,    3,-4.3336097340946901e-07,-1.4563096572694000e-06, 1.7879722196785304e-13, 2.0454481016497496e-13
   13,    4, 7.7726965067363903e-07,-5.8193660082935302e-07, 2.7947807089882109e-13, 2.8890685602494632e-13
   13,    5,-1.1863451746840701e-06, 1.0213375267916701e-06, 2.6744945857013189e-13, 2.7560369407975650e-13
   13,    6,-2.7668192755806799e-08, 1.3842386956988099e-06, 6.3119586353443723e-13, 6.3180445329897494e-13
   13,    7,-1.6213435968897400e-07,-6.7266165679448902e-07, 4.8663289192323278e-13, 4.8554663961051252e-13
   13,    8,-2.9229245439655900e-07,-1.2105332553131899e-06, 9.2193910187472074e-13, 9.1706379381594029e-13
